site,lat,long,transect,distance_along_tape,point,quarter,species,distance_from_point,height,dbh,ba,cover,salinity,soil_water_content,soil_carbon_content,soil_bulk_density
Bribie,-26.85072,153.12602,2,65,P3,1,CA,2.1,1.1,2.99,7.03,50,55,0.72335,0.41538,0.29488
Bribie,-26.85072,153.12602,2,65,P3,2,AM,1.68,2,5.83,26.65,,,,,
Bribie,-26.85072,153.12602,2,65,P3,3,CA,1.26,1.65,3.25,8.28,,,,,
Bribie,-26.85072,153.12602,2,65,P3,4,CA,3.66,1.47,2.55,5.09,,,,,
Bribie,-26.85072,153.12602,2,95,P4,1,CA,0.56,2.55,2.96,6.88,70,56,0.6668,0.30373,0.32258
Bribie,-26.85072,153.12602,2,95,P4,2,CA,0.61,2.76,3.34,8.77,,,,,
Bribie,-26.85072,153.12602,2,95,P4,3,CA,1.11,2.1,2.8,6.16,,,,,
Bribie,-26.85072,153.12602,2,95,P4,4,CA,1.18,3.16,3.53,9.8,,,,,
Bribie,-26.85072,153.12602,2,127,P5,1,RS,1.35,1.7,4.68,17.2,75,45,0.52674,0.14148,0.43551
Bribie,-26.85072,153.12602,2,127,P5,2,AM,3.29,5.3,8.56,57.58,,,,,
Bribie,-26.85072,153.12602,2,127,P5,3,RS,1.93,3.18,5.59,24.51,,,,,
Bribie,-26.85072,153.12602,2,127,P5,4,CA,0.46,2.27,2.64,5.48,,,,,
Bribie,-26.85072,153.12602,2,134,P6,1,RS,1.7,4.24,8.9,62.17,85,37,0.44827,0.09473,0.53886
Bribie,-26.85072,153.12602,2,134,P6,2,AM,0.66,5.94,9.26,67.39,,,,,
Bribie,-26.85072,153.12602,2,134,P6,3,AM,1.9,7.73,12.51,122.91,,,,,
Bribie,-26.85072,153.12602,2,134,P6,4,AM,1.67,6.92,13.62,145.77,,,,,
Bribie,-26.85072,153.12602,3,10,P1,1,AM,0.71,5.02,3.69,10.71,90,52,0.79844,0.56002,0.18231
Bribie,-26.85072,153.12602,3,10,P1,2,AM,0.98,3.05,2.9,6.59,,,,,
Bribie,-26.85072,153.12602,3,10,P1,3,AM,2.2,3.66,6.05,28.73,,,,,
Bribie,-26.85072,153.12602,3,10,P1,4,AM,3.12,3.6,3.12,7.64,,,,,
Bribie,-26.85072,153.12602,3,25,P2,1,AM,0.92,2.59,5.98,28.13,50,58,0.75789,0.48583,0.21869
Bribie,-26.85072,153.12602,3,25,P2,2,AM,0.39,1.51,3.06,7.33,,,,,
Bribie,-26.85072,153.12602,3,25,P2,3,AM,1.77,2.87,5.67,25.21,,,,,
Bribie,-26.85072,153.12602,3,25,P2,4,AM,1.56,2.05,3.76,11.08,,,,,
Bribie,-26.85072,153.12602,3,65,P3,1,CA,1.02,1.32,3.31,8.61,70,58,0.69207,0.2782,0.34086
Bribie,-26.85072,153.12602,3,65,P3,2,AM,1.04,1.35,3.21,8.12,,,,,
Bribie,-26.85072,153.12602,3,65,P3,3,AM,0.87,2.56,4.58,16.5,,,,,
Bribie,-26.85072,153.12602,3,65,P3,4,AM,1.05,1.91,3.12,7.64,,,,,
Bribie,-26.85072,153.12602,3,95,P4,1,CA,1.76,2.36,2.86,6.45,90,55,0.7037,0.37298,0.26947
Bribie,-26.85072,153.12602,3,95,P4,2,CA,0.85,2.89,3.06,7.33,,,,,
Bribie,-26.85072,153.12602,3,95,P4,3,CA,1.35,3.23,3.66,10.52,,,,,
Bribie,-26.85072,153.12602,3,95,P4,4,CA,1.07,2.59,2.64,5.48,,,,,
Bribie,-26.85072,153.12602,3,130,P5,1,AM,1.22,5.19,6.49,33.12,35,47,0.63683,0.24807,0.40267
Bribie,-26.85072,153.12602,3,130,P5,2,AM,2.14,5.3,7.24,41.19,,,,,
Bribie,-26.85072,153.12602,3,130,P5,3,AM,1.18,2.12,3.25,8.28,,,,,
Bribie,-26.85072,153.12602,3,130,P5,4,RS,1.16,2.25,5.25,21.66,,,,,
Bribie,-26.85072,153.12602,3,140,P6,1,AM,3,6.67,6.68,35.09,5,41,0.62152,0.20322,0.37728
Bribie,-26.85072,153.12602,3,140,P6,2,RS,3.64,1.49,3.09,7.49,,,,,
Bribie,-26.85072,153.12602,3,140,P6,3,AM,1.46,5.94,8.44,55.88,,,,,
Bribie,-26.85072,153.12602,3,140,P6,4,RS,0.62,2.1,3.63,10.34,,,,,
Bribie,-26.85072,153.12602,4,15,P1,1,AM,0.88,2.27,3.92,12.04,30,51,0.74514,0.46822,0.21113
Bribie,-26.85072,153.12602,4,15,P1,2,AM,1.23,2.49,3.92,12.04,,,,,
Bribie,-26.85072,153.12602,4,15,P1,3,CA,3.62,2.26,2.96,6.88,,,,,
Bribie,-26.85072,153.12602,4,15,P1,4,AM,1.03,1.7,2.74,5.89,,,,,
Bribie,-26.85072,153.12602,4,30,P2,1,AM,3.76,3.14,6.98,38.25,5,66,0.69996,0.3886,0.26917
Bribie,-26.85072,153.12602,4,30,P2,2,CA,1.66,1.62,3.21,8.12,,,,,
Bribie,-26.85072,153.12602,4,30,P2,3,AM,2.33,1.6,3.15,7.8,,,,,
Bribie,-26.85072,153.12602,4,30,P2,4,CA,2.43,2.08,2.77,6.02,,,,,
Bribie,-26.85072,153.12602,4,80,P3,1,AM,2,2.2,4.65,16.96,5,55,0.73616,0.37701,0.24687
Bribie,-26.85072,153.12602,4,80,P3,2,AM,1.06,2.32,5.03,19.87,,,,,
Bribie,-26.85072,153.12602,4,80,P3,3,CA,2.28,1.35,2.99,7.03,,,,,
Bribie,-26.85072,153.12602,4,80,P3,4,CA,2.98,1.92,2.9,6.59,,,,,
Bribie,-26.85072,153.12602,4,120,P4,1,CA,0.33,1.75,2.99,7.03,30,57,0.72415,0.40613,0.26544
Bribie,-26.85072,153.12602,4,120,P4,2,CA,0.66,1.97,2.61,5.35,,,,,
Bribie,-26.85072,153.12602,4,120,P4,3,AM,1.16,2.52,4.04,12.84,,,,,
Bribie,-26.85072,153.12602,4,120,P4,4,CA,1.53,2.3,2.67,5.61,,,,,
Bribie,-26.85072,153.12602,4,167,P5,1,AM,1.41,5.62,7.54,44.7,90,43,0.44544,0.08121,0.70369
Bribie,-26.85072,153.12602,4,167,P5,2,CA,1.92,3.25,4.2,13.87,,,,,
Bribie,-26.85072,153.12602,4,167,P5,3,AM,1.32,5.37,8.4,55.46,,,,,
Bribie,-26.85072,153.12602,4,167,P5,4,AM,1.43,5.08,7.73,46.99,,,,,
Bribie,-26.85072,153.12602,4,177,P6,1,AM,0.9,7.97,11.4,101.99,90,41,0.43804,0.07688,0.71314
Bribie,-26.85072,153.12602,4,177,P6,2,AM,1.85,6.61,11.78,108.94,,,,,
Bribie,-26.85072,153.12602,4,177,P6,3,AM,1.56,8.1,10.09,79.97,,,,,
Bribie,-26.85072,153.12602,4,177,P6,4,AM,2.43,8.53,13.07,134.1,,,,,
Bribie,-26.85072,153.12602,5,20,P1,1,AM,6.9,4.39,11.83,109.83,0,56,0.74047,0.45697,0.25967
Bribie,-26.85072,153.12602,5,20,P1,2,AM,2.84,2.55,5.67,25.21,,,,,
Bribie,-26.85072,153.12602,5,20,P1,3,AM,13.21,1.82,3.34,8.77,,,,,
Bribie,-26.85072,153.12602,5,20,P1,4,AM,13.81,5.35,10.42,85.3,,,,,
Bribie,-26.85072,153.12602,5,75,P2,1,CA,1.03,0.81,2.67,5.61,5,65,0.7301,0.45815,0.25571
Bribie,-26.85072,153.12602,5,75,P2,2,CA,1.65,1.09,2.83,6.3,,,,,
Bribie,-26.85072,153.12602,5,75,P2,3,CA,1.25,2.24,3.21,8.12,,,,,
Bribie,-26.85072,153.12602,5,75,P2,4,CA,1.05,1.19,2.9,6.59,,,,,
Bribie,-26.85072,153.12602,5,135,P3,1,CA,1.3,1.58,2.8,6.16,5,63,0.68473,0.31281,0.21355
Bribie,-26.85072,153.12602,5,135,P3,2,AM,1.58,1.1,3.5,9.63,,,,,
Bribie,-26.85072,153.12602,5,135,P3,3,CA,2.17,1.59,2.61,5.35,,,,,
Bribie,-26.85072,153.12602,5,135,P3,4,CA,0.6,1.16,5.28,21.93,,,,,
Bribie,-26.85072,153.12602,5,155,P4,1,CA,1.9,2.1,3.85,11.65,70,53,0.70599,0.29649,0.27834
Bribie,-26.85072,153.12602,5,155,P4,2,CA,1.16,2.26,3.88,11.84,,,,,
Bribie,-26.85072,153.12602,5,155,P4,3,AM,4.8,3.36,4.81,18.14,,,,,
Bribie,-26.85072,153.12602,5,155,P4,4,CA,0.88,3.67,4.14,13.45,,,,,
Bribie,-26.85072,153.12602,5,180,P5,1,RS,0.83,1.63,3.15,7.8,50,46,0.52386,0.14313,0.55094
Bribie,-26.85072,153.12602,5,180,P5,2,RS,1.18,1.91,4.84,18.39,,,,,
Bribie,-26.85072,153.12602,5,180,P5,3,AM,0.79,3.74,4.93,19.12,,,,,
Bribie,-26.85072,153.12602,5,180,P5,4,RS,3.91,2.81,4.74,17.67,,,,,
Bribie,-26.85072,153.12602,5,190,P6,1,AM,0.76,7.41,13.05,133.77,90,43,0.48689,0.11415,0.61202
Bribie,-26.85072,153.12602,5,190,P6,2,AM,0.62,4.8,6.59,34.1,,,,,
Bribie,-26.85072,153.12602,5,190,P6,3,RS,0.86,1.49,4.58,16.5,,,,,
Bribie,-26.85072,153.12602,5,190,P6,4,AM,3.34,8.2,17.52,241.16,,,,,
Bribie,-26.85072,153.12602,6,60,P1,1,AM,2.54,4.6,8.36,54.83,10,67,0.77365,0.54276,0.20464
Bribie,-26.85072,153.12602,6,60,P1,2,AM,3.39,3.79,8.44,55.88,,,,,
Bribie,-26.85072,153.12602,6,60,P1,3,AM,3.71,1.99,7.42,43.2,,,,,
Bribie,-26.85072,153.12602,6,60,P1,4,AM,4.76,2.14,4.22,13.97,,,,,
Bribie,-26.85072,153.12602,6,120,P2,1,AM,1.14,1.65,3.92,12.04,10,57,0.73077,0.36887,0.28274
Bribie,-26.85072,153.12602,6,120,P2,2,CA,0.76,1.62,2.86,6.45,,,,,
Bribie,-26.85072,153.12602,6,120,P2,3,AM,2.16,1.5,3.72,10.89,,,,,
Bribie,-26.85072,153.12602,6,120,P2,4,AM,1.65,0.95,3.76,11.08,,,,,
Bribie,-26.85072,153.12602,6,160,P3,1,CA,0.85,1.74,3.57,9.98,20,60,0.56387,0.14636,0.56053
Bribie,-26.85072,153.12602,6,160,P3,2,AM,0.55,4.25,7.23,41.01,,,,,
Bribie,-26.85072,153.12602,6,160,P3,3,CA,0.99,1.46,2.58,5.22,,,,,
Bribie,-26.85072,153.12602,6,160,P3,4,CA,0.84,1.51,3.31,8.61,,,,,
Bribie,-26.85072,153.12602,6,180,P4,1,AC,0.69,1.31,3.79,11.27,40,50,0.63753,0.2216,0.35445
Bribie,-26.85072,153.12602,6,180,P4,2,CA,0.48,2.34,5.79,26.36,,,,,
Bribie,-26.85072,153.12602,6,180,P4,3,CA,1.47,2.47,3.92,12.04,,,,,
Bribie,-26.85072,153.12602,6,180,P4,4,AM,0.91,4.44,5.7,25.5,,,,,
Bribie,-26.85072,153.12602,6,192,P5,1,AM,1.08,5.24,6.4,32.15,50,43,0.56537,0.15356,0.48156
Bribie,-26.85072,153.12602,6,192,P5,2,AM,1.04,4.74,5.57,24.37,,,,,
Bribie,-26.85072,153.12602,6,192,P5,3,AM,0.44,3.38,4.23,14.08,,,,,
Bribie,-26.85072,153.12602,6,192,P5,4,CA,0.73,2.53,3.95,12.24,,,,,
Bribie,-26.85072,153.12602,6,202,P6,1,AM,0.39,5.52,6.91,37.47,60,39,0.48609,0.09385,0.6425
Bribie,-26.85072,153.12602,6,202,P6,2,RS,2.27,1.01,2.93,6.74,,,,,
Bribie,-26.85072,153.12602,6,202,P6,3,AM,2.55,5.69,11.01,95.27,,,,,
Bribie,-26.85072,153.12602,6,202,P6,4,AM,2.55,5.08,7.19,40.64,,,,,
Bribie,-26.85072,153.12602,7,60,P1,1,AM,3.97,1.75,4.52,16.05,40,63,0.59052,0.18822,0.43069
Bribie,-26.85072,153.12602,7,60,P1,2,AM,1.88,2.84,10.54,87.19,,,,,
Bribie,-26.85072,153.12602,7,60,P1,3,CA,1.51,2.07,2.74,5.89,,,,,
Bribie,-26.85072,153.12602,7,60,P1,4,AM,1,1.46,6.37,31.83,,,,,
Bribie,-26.85072,153.12602,7,120,P2,1,AM,0.45,1.44,7.58,45.08,20,57,0.77595,0.48503,0.19087
Bribie,-26.85072,153.12602,7,120,P2,2,AM,2.31,1.57,7.77,47.38,,,,,
Bribie,-26.85072,153.12602,7,120,P2,3,AM,2.63,1.58,4.11,13.24,,,,,
Bribie,-26.85072,153.12602,7,120,P2,4,AM,2.41,1.79,5.51,23.82,,,,,
Bribie,-26.85072,153.12602,7,180,P3,1,AM,1.53,1.15,2.8,6.16,5,59,0.70397,0.3442,0.26287
Bribie,-26.85072,153.12602,7,180,P3,2,AM,0.48,1.41,3.47,9.45,,,,,
Bribie,-26.85072,153.12602,7,180,P3,3,CA,1.01,1.47,2.55,5.09,,,,,
Bribie,-26.85072,153.12602,7,180,P3,4,AM,0.56,1.32,3.76,11.08,,,,,
Bribie,-26.85072,153.12602,7,200,P4,1,AM,0.8,1.24,3.21,8.12,40,58,0.35473,0.09867,0.71498
Bribie,-26.85072,153.12602,7,200,P4,2,CA,1.18,1.35,4.65,16.96,,,,,
Bribie,-26.85072,153.12602,7,200,P4,3,AM,1.08,2.33,6.72,35.43,,,,,
Bribie,-26.85072,153.12602,7,200,P4,4,CA,0.48,1.05,2.55,5.09,,,,,
Bribie,-26.85072,153.12602,7,225,P5,1,AM,1.46,1.57,2.9,6.59,80,50,0.68916,0.17832,0.38965
Bribie,-26.85072,153.12602,7,225,P5,2,CA,1.05,1.94,3.41,9.11,,,,,
Bribie,-26.85072,153.12602,7,225,P5,3,CA,1.64,1.51,2.77,6.02,,,,,
Bribie,-26.85072,153.12602,7,225,P5,4,RS,5.62,1.13,4.36,14.94,,,,,
Bribie,-26.85072,153.12602,7,240,P6,1,RS,0.82,1.56,2.99,7.03,60,41,0.43273,0.07546,0.77236
Bribie,-26.85072,153.12602,7,240,P6,2,AM,1.1,4.74,5.67,25.21,,,,,
Bribie,-26.85072,153.12602,7,240,P6,3,RS,1.92,2.55,4.71,17.43,,,,,
Bribie,-26.85072,153.12602,7,240,P6,4,RS,0.84,2.22,5.57,24.37,,,,,
Bribie,-26.85072,153.12602,8,30,P1,1,AM,0.47,1.27,2.58,5.22,10,73,0.4941,0.1368,0.55432
Bribie,-26.85072,153.12602,8,30,P1,2,AM,2.85,1.48,3.53,9.8,,,,,
Bribie,-26.85072,153.12602,8,30,P1,3,AM,1.39,1.75,7.35,42.46,,,,,
Bribie,-26.85072,153.12602,8,30,P1,4,AM,6.25,1.43,3.47,9.45,,,,,
Bribie,-26.85072,153.12602,8,90,P2,1,AM,5.88,1.72,3.18,7.96,15,63,0.72915,0.4557,0.2367
Bribie,-26.85072,153.12602,8,90,P2,2,AM,5.3,3.97,7.82,47.99,,,,,
Bribie,-26.85072,153.12602,8,90,P2,3,AM,4.91,1.5,3.76,11.08,,,,,
Bribie,-26.85072,153.12602,8,90,P2,4,AM,2.89,2.44,7.59,45.27,,,,,
Bribie,-26.85072,153.12602,8,190,P3,1,AM,0.85,2.56,5.57,24.37,70,56,0.55023,0.1253,0.52176
Bribie,-26.85072,153.12602,8,190,P3,2,AM,0.27,2.07,3.34,8.77,,,,,
Bribie,-26.85072,153.12602,8,190,P3,3,AM,0.86,1.92,4.81,18.14,,,,,
Bribie,-26.85072,153.12602,8,190,P3,4,AM,0.94,1.77,2.96,6.88,,,,,
Bribie,-26.85072,153.12602,8,200,P4,1,AM,0.53,2.12,2.58,5.22,40,54,0.62398,0.22782,0.37498
Bribie,-26.85072,153.12602,8,200,P4,2,AM,0.44,1.9,2.86,6.45,,,,,
Bribie,-26.85072,153.12602,8,200,P4,3,AM,1.14,2.41,3.79,11.27,,,,,
Bribie,-26.85072,153.12602,8,200,P4,4,AM,0.84,1.64,2.58,5.22,,,,,
Bribie,-26.85072,153.12602,8,220,P5,1,AM,1.33,3.36,4.65,16.96,50,42,0.54363,0.13247,0.53491
Bribie,-26.85072,153.12602,8,220,P5,2,AM,1.28,4.83,8.4,55.46,,,,,
Bribie,-26.85072,153.12602,8,220,P5,3,AM,1.4,3.4,8.53,57.16,,,,,
Bribie,-26.85072,153.12602,8,220,P5,4,RS,2.41,1.18,4.01,12.63,,,,,
Bribie,-26.85072,153.12602,8,235,P6,1,AM,1.07,4.85,8.86,61.72,50,40,0.51378,0.11775,0.56646
Bribie,-26.85072,153.12602,8,235,P6,2,AM,2.1,3.27,3.76,11.08,,,,,
Bribie,-26.85072,153.12602,8,235,P6,3,AM,2.11,5.24,4.36,14.94,,,,,
Bribie,-26.85072,153.12602,8,235,P6,4,RS,3.25,2.82,6.02,28.43,,,,,
Bribie,-26.85072,153.12602,9,60,P1,1,AM,6.98,3.1,8.82,61.06,0,75,0.60079,0.23737,0.42717
Bribie,-26.85072,153.12602,9,60,P1,2,AM,5.64,1.74,5.92,27.53,,,,,
Bribie,-26.85072,153.12602,9,60,P1,3,AM,2,1.95,4.93,19.12,,,,,
Bribie,-26.85072,153.12602,9,60,P1,4,AM,2.33,1.36,6.4,32.15,,,,,
Bribie,-26.85072,153.12602,9,120,P2,1,AM,1.22,1.99,4.3,14.5,10,55,0.69679,0.31891,0.28065
Bribie,-26.85072,153.12602,9,120,P2,2,AM,1.35,2.04,5.98,28.13,,,,,
Bribie,-26.85072,153.12602,9,120,P2,3,CA,0.79,1.37,2.61,5.35,,,,,
Bribie,-26.85072,153.12602,9,120,P2,4,AM,3.12,2.13,8.53,57.16,,,,,
Bribie,-26.85072,153.12602,9,155,P3,1,AM,1.42,2.15,3.76,11.08,65,53,0.53315,0.15767,0.53552
Bribie,-26.85072,153.12602,9,155,P3,2,AM,0.84,3.57,5.57,24.37,,,,,
Bribie,-26.85072,153.12602,9,155,P3,3,AM,1.14,1.8,4.62,16.73,,,,,
Bribie,-26.85072,153.12602,9,155,P3,4,AM,1.31,2.72,5.63,24.93,,,,,
Bribie,-26.85072,153.12602,9,175,P4,1,CA,2.79,1.56,3.02,7.18,0,51,0.68798,0.29544,0.30103
Bribie,-26.85072,153.12602,9,175,P4,2,CA,3.03,1.19,4.01,12.63,,,,,
Bribie,-26.85072,153.12602,9,175,P4,3,CA,5.48,1.7,3.21,8.12,,,,,
Bribie,-26.85072,153.12602,9,175,P4,4,CA,3.65,1.11,3.37,8.94,,,,,
Bribie,-26.85072,153.12602,9,210,P5,1,RS,2.55,1.32,3.82,11.46,50,38,0.57924,0.1064,0.49631
Bribie,-26.85072,153.12602,9,210,P5,2,AM,3.14,2.3,5.25,21.66,,,,,
Bribie,-26.85072,153.12602,9,210,P5,3,CA,6.02,2.02,4.5,15.93,,,,,
Bribie,-26.85072,153.12602,9,210,P5,4,AM,2.78,5.87,21.36,358.29,,,,,
Bribie,-26.85072,153.12602,9,230,P6,1,RS,7.53,3.23,9.74,74.51,40,34,0.37939,0.05873,0.83713
Bribie,-26.85072,153.12602,9,230,P6,2,AM,4.06,7.2,11.71,107.77,,,,,
Bribie,-26.85072,153.12602,9,230,P6,3,AM,0.46,3.18,6.75,35.77,,,,,
Bribie,-26.85072,153.12602,9,230,P6,4,RS,2.85,4.3,9.01,63.73,,,,,
Bribie,-26.85072,153.12602,10,42,P1,1,AM,6.35,1.36,5.22,21.4,0,77,0.4332,0.13591,0.75733
Bribie,-26.85072,153.12602,10,42,P1,2,AM,4.35,1.69,4.01,12.63,,,,,
Bribie,-26.85072,153.12602,10,42,P1,3,AM,10.43,1.49,3.88,11.84,,,,,
Bribie,-26.85072,153.12602,10,42,P1,4,AM,11.56,1.62,3.15,7.8,,,,,
Bribie,-26.85072,153.12602,10,102,P2,1,AM,1.82,2.5,7.19,40.64,5,54,0.69702,0.43093,0.2907
Bribie,-26.85072,153.12602,10,102,P2,2,AM,1.07,2.73,6.08,29.03,,,,,
Bribie,-26.85072,153.12602,10,102,P2,3,AM,2,1.93,4.3,14.5,,,,,
Bribie,-26.85072,153.12602,10,102,P2,4,AM,1.27,1.95,5.16,20.88,,,,,
Bribie,-26.85072,153.12602,10,180,P3,1,CA,4.33,1.35,2.58,5.22,85,50,0.39382,0.06286,0.7997
Bribie,-26.85072,153.12602,10,180,P3,2,CA,3.37,1.84,4.87,18.63,,,,,
Bribie,-26.85072,153.12602,10,180,P3,3,AM,3.63,5.93,17.08,229.19,,,,,
Bribie,-26.85072,153.12602,10,180,P3,4,RS,3.03,1.45,3.28,8.44,,,,,
Bribie,-26.85072,153.12602,10,190,P4,1,CA,1.03,0.86,3.34,8.77,5,47,0.50209,0.12411,0.63376
Bribie,-26.85072,153.12602,10,190,P4,2,CA,0.61,1.28,3.47,9.45,,,,,
Bribie,-26.85072,153.12602,10,190,P4,3,CA,1.13,1.18,3.41,9.11,,,,,
Bribie,-26.85072,153.12602,10,190,P4,4,CA,1.8,0.85,3.98,12.43,,,,,
Bribie,-26.85072,153.12602,10,212,P5,1,RS,5.28,2.14,4.36,14.94,80,36,0.31846,0.04428,1.02885
Bribie,-26.85072,153.12602,10,212,P5,2,AM,1,7.44,4.01,12.63,,,,,
Bribie,-26.85072,153.12602,10,212,P5,3,CA,1.66,1.34,4.65,16.96,,,,,
Bribie,-26.85072,153.12602,10,212,P5,4,RS,1.75,1.88,5.25,21.66,,,,,
Bribie,-26.85072,153.12602,10,232,P6,1,RS,4.12,6.25,10.85,92.53,80,36,0.52536,0.11261,0.6251
Bribie,-26.85072,153.12602,10,232,P6,2,AM,1.63,7.49,8.88,61.94,,,,,
Bribie,-26.85072,153.12602,10,232,P6,3,AM,1.85,6.63,8.4,55.46,,,,,
Bribie,-26.85072,153.12602,10,232,P6,4,AM,2,6.88,12.99,132.47,,,,,
Noosa,-26.3807,153.0709,1,23,P1,1,AM,4.06,4.69,14.1,156.17,81.28,23,0.67927,0.24437,0.31769
Noosa,-26.3807,153.0709,1,23,P1,2,RS,1.77,1.99,2.74,5.89,,,,,
Noosa,-26.3807,153.0709,1,23,P1,3,RS,0.64,2.42,4.71,17.43,,,,,
Noosa,-26.3807,153.0709,1,23,P1,4,RS,0.99,2.69,4.55,16.27,,,,,
Noosa,-26.3807,153.0709,1,38,P2,1,AM,2.46,3.63,3.37,8.94,86.48,42,0.81338,0.46684,0.19655
Noosa,-26.3807,153.0709,1,38,P2,2,RS,3.16,2.77,4.62,16.73,,,,,
Noosa,-26.3807,153.0709,1,38,P2,3,RS,1.59,2.97,3.63,10.34,,,,,
Noosa,-26.3807,153.0709,1,38,P2,4,RS,0.86,1.79,2.67,5.61,,,,,
Noosa,-26.3807,153.0709,1,53,P3,1,RS,1.73,2.63,5.73,25.78,77.12,30,0.56661,0.16484,0.50555
Noosa,-26.3807,153.0709,1,53,P3,2,AM,2.75,5.37,13.23,137.38,,,,,
Noosa,-26.3807,153.0709,1,53,P3,3,RS,2.45,2.97,3.53,9.8,,,,,
Noosa,-26.3807,153.0709,1,53,P3,4,AM,2.6,5.12,8.47,56.31,,,,,
Noosa,-26.3807,153.0709,1,61,P4,1,RS,1.8,3.67,3.79,11.27,92.72,35,0.38569,0.05654,0.84886
Noosa,-26.3807,153.0709,1,61,P4,2,AM,4.31,4.83,8.02,50.53,,,,,
Noosa,-26.3807,153.0709,1,61,P4,3,BG,1.82,1.58,6.37,31.83,,,,,
Noosa,-26.3807,153.0709,1,61,P4,4,RS,2.17,2.27,2.99,7.03,,,,,
Noosa,-26.3807,153.0709,1,78,P5,1,RS,1.81,2.11,5,19.62,8.48,30,0.27353,0.02635,1.11584
Noosa,-26.3807,153.0709,1,78,P5,2,RS,0.82,1.8,3.5,9.63,,,,,
Noosa,-26.3807,153.0709,1,78,P5,3,RS,1.56,1.97,4.27,14.29,,,,,
Noosa,-26.3807,153.0709,1,78,P5,4,RS,2.16,2.09,5.44,23.27,,,,,
Noosa,-26.3807,153.0709,1,92,P6,1,AC,0.37,1.5,3.69,10.71,15.76,36,0.24905,0.02559,1.23043
Noosa,-26.3807,153.0709,1,92,P6,2,AC,0.39,1.27,3.09,7.49,,,,,
Noosa,-26.3807,153.0709,1,92,P6,3,AC,0.41,0.92,3.18,7.96,,,,,
Noosa,-26.3807,153.0709,1,92,P6,4,AC,0.46,0.98,2.61,5.35,,,,,
Noosa,-26.3807,153.0709,2,14,P1,1,AC,0.3,0.95,3.69,10.71,97.92,20,0.71717,0.33569,0.28089
Noosa,-26.3807,153.0709,2,14,P1,2,AC,0.49,0.89,2.8,6.16,,,,,
Noosa,-26.3807,153.0709,2,14,P1,3,AC,0.51,0.75,3.09,7.49,,,,,
Noosa,-26.3807,153.0709,2,14,P1,4,AC,0.24,0.98,3.41,9.11,,,,,
Noosa,-26.3807,153.0709,2,22,P2,1,RS,1.13,1.59,3.02,7.18,6.4,26,0.78933,0.52585,0.18073
Noosa,-26.3807,153.0709,2,22,P2,2,RS,1.59,1.7,3.02,7.18,,,,,
Noosa,-26.3807,153.0709,2,22,P2,3,AM,2.44,4.49,12.41,121.04,,,,,
Noosa,-26.3807,153.0709,2,22,P2,4,AC,1.74,0.98,4.74,17.67,,,,,
Noosa,-26.3807,153.0709,2,40,P3,1,AM,1.41,5,4.62,16.73,69.84,38,0.77586,0.45015,0.21699
Noosa,-26.3807,153.0709,2,40,P3,2,AM,1.09,4.87,5.14,20.76,,,,,
Noosa,-26.3807,153.0709,2,40,P3,3,AM,1.62,5.07,6.49,33.12,,,,,
Noosa,-26.3807,153.0709,2,40,P3,4,AM,1.14,5.31,9.68,73.54,,,,,
Noosa,-26.3807,153.0709,2,50,P4,1,AM,1.1,3.57,2.93,6.74,94.8,38,0.65207,0.20524,0.37685
Noosa,-26.3807,153.0709,2,50,P4,2,AM,1.9,3.11,3.02,7.18,,,,,
Noosa,-26.3807,153.0709,2,50,P4,3,AM,1.38,4.2,4.39,15.15,,,,,
Noosa,-26.3807,153.0709,2,50,P4,4,RS,2.17,2.34,3.09,7.49,,,,,
Noosa,-26.3807,153.0709,2,68,P5,1,CA,0.41,2.16,2.74,5.89,22,32,0.39338,0.08505,0.87727
Noosa,-26.3807,153.0709,2,68,P5,2,BG,0.61,1.33,3.31,8.61,,,,,
Noosa,-26.3807,153.0709,2,68,P5,3,AC,0.45,1.4,3.25,8.28,,,,,
Noosa,-26.3807,153.0709,2,68,P5,4,AC,0.28,1.033,3.02,7.18,,,,,
Noosa,-26.3807,153.0709,2,86,P6,1,RS,1.92,1.6,4.55,16.27,95.84,36,0.31013,0.03573,1.04833
Noosa,-26.3807,153.0709,2,86,P6,2,AM,3.57,3.61,7.18,40.53,,,,,
Noosa,-26.3807,153.0709,2,86,P6,3,AC,0.59,1.49,5.7,25.5,,,,,
Noosa,-26.3807,153.0709,2,86,P6,4,AC,0.76,1.41,5.51,23.82,,,,,
Noosa,-26.3807,153.0709,3,19,P1,1,AM,4.51,1.5,2.93,6.74,93.76,20,0.67363,0.24916,0.33396
Noosa,-26.3807,153.0709,3,19,P1,2,RS,4.14,1.3,2.64,5.48,,,,,
Noosa,-26.3807,153.0709,3,19,P1,3,AC,2.57,1.06,3.98,12.43,,,,,
Noosa,-26.3807,153.0709,3,19,P1,4,AM,2.21,1.31,3.21,8.12,,,,,
Noosa,-26.3807,153.0709,3,32,P2,1,AC,0.15,2,3.79,11.27,44.88,43,0.5603,0.14101,0.46908
Noosa,-26.3807,153.0709,3,32,P2,2,AC,0.45,1.73,3.34,8.77,,,,,
Noosa,-26.3807,153.0709,3,32,P2,3,RS,0.65,3.15,2.55,5.09,,,,,
Noosa,-26.3807,153.0709,3,32,P2,4,AC,0.41,1.5,3.25,8.28,,,,,
